CVE ID,CVSS Score,Attack Vector,Attack Complexity,Privileges Required,User Interaction,Scope,Confidentiality,Integrity,Availability,Affected OS
CVE-2023-43512,7.5,AV:N,AC:L,PR:N,UI:N,S:U,C:N,I:N,A:H,Qualcomm Qcn7606 Firmware
CVE-2023-43514,8.4,AV:L,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,"Qualcomm Wcn3988 Firmware, Qualcomm Wcd9375 Firmware, Qualcomm Wcd9390 Firmware, Qualcomm Qrb5165N Firmware, Qualcomm Qualcomm Video Collaboration Vc3 Platform Firmware, Qualcomm Qcs8550 Firmware, Qualcomm Qca6797Aq Firmware, Qualcomm Qam8295P Firmware, Qualcomm Qcs8250 Firmware, Qualcomm Wcd9370 Firmware, Qualcomm Wsa8845H Firmware, Qualcomm Qdx1011 Firmware, Qualcomm Qcm6490 Firmware, Qualcomm Qca6574A Firmware, Qualcomm Qca6574Au Firmware, Qualcomm Qdu1110 Firmware, Qualcomm Qam8775P Firmware, Qualcomm Snapdragon 4 Gen 1 Mobile Platform Firmware, Qualcomm Qca6574 Firmware, Qualcomm Wcd9385 Firmware, Qualcomm Snapdragon 680 4G Mobile Platform Firmware, Qualcomm Wcd9380 Firmware, Qualcomm Sm8550P Firmware, Qualcomm Snapdragon W5\+ Gen 1 Wearable Platform Firmware, Qualcomm Snapdragon 8\+ Gen 2 Mobile Platform Firmware, Qualcomm Sa8295P Firmware, Qualcomm Qca6698Aq Firmware, Qualcomm Ar8035 Firmware, Qualcomm Qcn6274 Firmware, Qualcomm Robotics Rb5 Platform Firmware, Qualcomm Wcn3950 Firmware, Qualcomm Sa8195P Firmware, Qualcomm Wsa8810 Firmware, Qualcomm Qfw7114 Firmware, Qualcomm Wsa8815 Firmware, Qualcomm Qru1052 Firmware, Qualcomm Fastconnect 6700 Firmware, Qualcomm Qdu1210 Firmware, Qualcomm Qca6696 Firmware, Qualcomm Qca6391 Firmware, Qualcomm Qca8081 Firmware, Qualcomm Snapdragon 695 5G Mobile Platform Firmware, Qualcomm Wsa8835 Firmware, Qualcomm Qualcomm Video Collaboration Vc5 Platform Firmware, Qualcomm Wcn3980 Firmware, Qualcomm Qam8650P Firmware, Qualcomm Flight Rb5 5G Platform Firmware, Qualcomm Snapdragon 8 Gen 2 Mobile Platform Firmware, Qualcomm Sg8275P Firmware, Qualcomm Qdu1000 Firmware, Qualcomm Qru1062 Firmware, Qualcomm Wsa8840 Firmware, Qualcomm Snapdragon 480\+ 5G Mobile Platform Firmware, Qualcomm Qcc710 Firmware, Qualcomm Snapdragon 480 5G Mobile Platform Firmware, Qualcomm Qru1032 Firmware, Qualcomm Qcs7230 Firmware, Qualcomm Sw5100P Firmware, Qualcomm Qfw7124 Firmware, Qualcomm Sa8255P Firmware, Qualcomm Qdx1010 Firmware, Qualcomm Qcn6224 Firmware, Qualcomm Fastconnect 6200 Firmware, Qualcomm Wsa8845 Firmware, Qualcomm Qca8337 Firmware, Qualcomm Qam8255P Firmware, Qualcomm Snapdragon 685 4G Mobile Platform Firmware, Qualcomm Qdu1010 Firmware, Qualcomm Qcm4325 Firmware, Qualcomm Sa6155P Firmware, Qualcomm Wcd9395 Firmware, Qualcomm Sg4150P Firmware, Qualcomm Wsa8830 Firmware, Qualcomm Sa8155P Firmware, Qualcomm Snapdragon X75 5G Modem-Rf System Firmware, Qualcomm Qca6595 Firmware, Qualcomm Fastconnect 6900 Firmware, Qualcomm Fastconnect 7800 Firmware, Qualcomm Wcd9340 Firmware, Qualcomm Qca6595Au Firmware, Qualcomm Qcm8550 Firmware, Qualcomm Qcs6490 Firmware, Qualcomm Sw5100 Firmware"
CVE-2023-47039,7.8,AV:L,AC:L,PR:L,UI:N,S:U,C:H,I:H,A:H,Microsoft Windows
CVE-2023-47216,2.9,AV:L,AC:H,PR:N,UI:N,S:U,C:N,I:N,A:L,Openatom Openharmony
CVE-2023-47857,4,AV:L,AC:L,PR:N,UI:N,S:U,C:N,I:N,A:L,Openatom Openharmony
CVE-2023-48360,4,AV:L,AC:L,PR:N,UI:N,S:U,C:N,I:N,A:L,Openatom Openharmony
CVE-2023-49135,4,AV:L,AC:L,PR:N,UI:N,S:U,C:N,I:N,A:L,Openatom Openharmony
CVE-2023-49142,4,AV:L,AC:L,PR:N,UI:N,S:U,C:N,I:N,A:L,Openatom Openharmony
CVE-2023-47858,4.3,AV:N,AC:L,PR:L,UI:N,S:U,C:L,I:N,A:N,N/A
CVE-2023-48732,4.3,AV:N,AC:L,PR:L,UI:N,S:U,C:L,I:N,A:N,N/A
CVE-2023-50333,3.7,AV:N,AC:H,PR:L,UI:R,S:U,C:N,I:L,A:L,N/A
CVE-2023-6693,4.9,AV:L,AC:H,PR:N,UI:N,S:U,C:L,I:L,A:L,"Fedoraproject Fedora 39, Redhat Enterprise Linux 9.0, Redhat Enterprise Linux 8.0"
CVE-2023-6436,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2015-10128,3.5,AV:N,AC:L,PR:L,UI:R,S:U,C:N,I:L,A:N,N/A
CVE-2017-20188,2.6,AV:N,AC:H,PR:L,UI:R,S:U,C:N,I:L,A:N,N/A
CVE-2024-0188,3.1,AV:N,AC:H,PR:L,UI:N,S:U,C:L,I:N,A:N,N/A
CVE-2018-25097,3.5,AV:N,AC:L,PR:L,UI:R,S:U,C:N,I:L,A:N,N/A
CVE-2023-4280,9.3,AV:L,AC:L,PR:N,UI:N,S:C,C:H,I:H,A:H,N/A
CVE-2024-0189,3.5,AV:N,AC:L,PR:L,UI:R,S:U,C:N,I:L,A:N,N/A
CVE-2024-0193,7.8,AV:L,AC:L,PR:L,UI:N,S:U,C:H,I:H,A:H,"Redhat Enterprise Linux 9.0, Linux Linux Kernel"
CVE-2022-3010,7.5,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:N,A:N,N/A
CVE-2023-48419,10,AV:N,AC:L,PR:N,UI:N,S:C,C:H,I:H,A:H,"Google Home Mini Firmware, Google Nest Mini Firmware, Google Nest Audio Firmware, Google Home Firmware"
CVE-2023-7192,5.5,AV:L,AC:L,PR:L,UI:N,S:U,C:N,I:N,A:H,"Redhat Enterprise Linux 9.0, Redhat Enterprise Linux 8.0, Linux Linux Kernel"
CVE-2024-0190,3.5,AV:N,AC:L,PR:L,UI:R,S:U,C:N,I:L,A:N,N/A
CVE-2023-49794,6.7,AV:L,AC:H,PR:L,UI:R,S:U,C:H,I:H,A:H,N/A
CVE-2023-50711,5.7,AV:L,AC:L,PR:N,UI:N,S:C,C:N,I:L,A:L,N/A
CVE-2023-51652,6.1,AV:N,AC:L,PR:N,UI:R,S:C,C:L,I:L,A:N,N/A
CVE-2024-0191,5.3,AV:N,AC:L,PR:N,UI:N,S:U,C:L,I:N,A:N,N/A
CVE-2024-0192,6.3,AV:N,AC:L,PR:L,UI:N,S:U,C:L,I:L,A:L,N/A
CVE-2023-45561,5.3,AV:N,AC:L,PR:N,UI:N,S:U,C:L,I:N,A:N,N/A
CVE-2023-45892,7.5,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:N,A:N,N/A
CVE-2023-45893,7.5,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:N,A:N,N/A
CVE-2023-47458,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2024-0194,6.3,AV:N,AC:L,PR:L,UI:N,S:U,C:L,I:L,A:L,N/A
CVE-2024-0195,6.3,AV:N,AC:L,PR:L,UI:N,S:U,C:L,I:L,A:L,N/A
CVE-2024-21623,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2024-21627,8.1,AV:N,AC:L,PR:H,UI:R,S:C,C:H,I:H,A:N,N/A
CVE-2020-26623,3.8,AV:N,AC:L,PR:H,UI:N,S:U,C:L,I:L,A:N,N/A
CVE-2020-26624,3.8,AV:N,AC:L,PR:H,UI:N,S:U,C:L,I:L,A:N,N/A
CVE-2020-26625,3.8,AV:N,AC:L,PR:H,UI:N,S:U,C:L,I:L,A:N,N/A
CVE-2023-4164,8.4,AV:L,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,Google Android
CVE-2023-50019,5.9,AV:N,AC:H,PR:N,UI:N,S:U,C:N,I:N,A:H,N/A
CVE-2023-50020,7.5,AV:N,AC:L,PR:N,UI:N,S:U,C:N,I:N,A:H,N/A
CVE-2023-6339,10,AV:N,AC:L,PR:N,UI:N,S:C,C:H,I:H,A:H,Google Nest Wifi Pro Firmware
CVE-2024-0196,6.3,AV:N,AC:L,PR:L,UI:N,S:U,C:L,I:L,A:L,N/A
CVE-2024-21628,5.4,AV:N,AC:L,PR:L,UI:R,S:C,C:L,I:N,A:L,N/A
CVE-2024-21629,5.9,AV:N,AC:H,PR:N,UI:N,S:U,C:N,I:H,A:N,N/A
CVE-2024-21632,8.6,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:L,A:L,N/A
CVE-2023-48418,10,AV:N,AC:L,PR:N,UI:N,S:C,C:H,I:H,A:H,Google Pixel Watch Firmware
CVE-2023-49549,7.5,AV:N,AC:L,PR:N,UI:N,S:U,C:N,I:N,A:H,N/A
CVE-2023-49550,7.5,AV:N,AC:L,PR:N,UI:N,S:U,C:N,I:N,A:H,N/A
CVE-2023-49551,7.5,AV:N,AC:L,PR:N,UI:N,S:U,C:N,I:N,A:H,N/A
CVE-2023-49552,7.5,AV:N,AC:L,PR:N,UI:N,S:U,C:N,I:N,A:H,N/A
CVE-2023-49553,7.5,AV:N,AC:L,PR:N,UI:N,S:U,C:N,I:N,A:H,N/A
CVE-2023-49554,5.5,AV:L,AC:L,PR:N,UI:R,S:U,C:N,I:N,A:H,N/A
CVE-2023-49555,5.5,AV:L,AC:L,PR:N,UI:R,S:U,C:N,I:N,A:H,N/A
CVE-2023-49556,5.5,AV:L,AC:L,PR:N,UI:R,S:U,C:N,I:N,A:H,N/A
CVE-2023-49557,5.5,AV:L,AC:L,PR:N,UI:R,S:U,C:N,I:N,A:H,N/A
CVE-2023-49558,5.5,AV:L,AC:L,PR:N,UI:R,S:U,C:N,I:N,A:H,N/A
CVE-2023-41776,6.7,AV:L,AC:H,PR:L,UI:R,S:U,C:H,I:H,A:H,N/A
CVE-2023-41779,4.4,AV:L,AC:H,PR:L,UI:R,S:U,C:N,I:N,A:H,N/A
CVE-2023-41780,6.4,AV:L,AC:H,PR:H,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-41783,4.3,AV:P,AC:L,PR:N,UI:N,S:U,C:L,I:L,A:L,N/A
CVE-2023-50345,3.7,AV:N,AC:H,PR:N,UI:N,S:U,C:L,I:N,A:N,N/A
CVE-2023-50346,3.1,AV:N,AC:H,PR:L,UI:N,S:U,C:L,I:N,A:N,N/A
CVE-2023-50348,3.1,AV:N,AC:H,PR:L,UI:N,S:U,C:L,I:N,A:N,N/A
CVE-2023-50350,8.2,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:L,A:N,N/A
CVE-2023-50351,8.2,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:L,A:N,N/A
CVE-2023-45722,8.8,AV:N,AC:L,PR:L,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-45723,7.6,AV:N,AC:L,PR:L,UI:N,S:U,C:H,I:L,A:L,N/A
CVE-2023-45724,8.2,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:L,A:N,N/A
CVE-2023-50341,7.6,AV:N,AC:L,PR:L,UI:N,S:U,C:H,I:L,A:L,N/A
CVE-2023-50342,7.1,AV:N,AC:L,PR:L,UI:N,S:U,C:H,I:L,A:N,N/A
CVE-2023-50343,8.3,AV:N,AC:L,PR:L,UI:N,S:U,C:H,I:H,A:L,N/A
CVE-2023-50344,5.4,AV:N,AC:L,PR:L,UI:N,S:U,C:L,I:L,A:N,N/A
CVE-2023-46308,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-6629,6.1,AV:N,AC:L,PR:N,UI:R,S:C,C:L,I:L,A:N,N/A
CVE-2023-7027,7.2,AV:N,AC:L,PR:N,UI:N,S:C,C:L,I:L,A:N,N/A
CVE-2023-42358,7.7,AV:N,AC:L,PR:L,UI:N,S:C,C:N,I:N,A:H,N/A
CVE-2023-6524,6.4,AV:N,AC:L,PR:L,UI:N,S:C,C:L,I:L,A:N,N/A
CVE-2023-6600,8.6,AV:N,AC:L,PR:N,UI:N,S:U,C:L,I:L,A:H,N/A
CVE-2023-6980,4.3,AV:N,AC:L,PR:N,UI:R,S:U,C:N,I:L,A:N,N/A
CVE-2023-6981,6.1,AV:N,AC:L,PR:N,UI:R,S:C,C:L,I:L,A:N,N/A
CVE-2023-47473,7.5,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:N,A:N,N/A
CVE-2023-6986,6.4,AV:N,AC:L,PR:L,UI:N,S:C,C:L,I:L,A:N,N/A
CVE-2023-50922,7.2,AV:N,AC:L,PR:H,UI:N,S:U,C:H,I:H,A:H,"Gl-Inet Gl-Mt2500 Firmware 4.4.6, Gl-Inet Gl-Mt3000 Firmware 4.4.6, Gl-Inet Gl-Ar750 Firmware 4.3.7, Gl-Inet Gl-A1300 Firmware 4.4.6, Gl-Inet Gl-Mt1300 Firmware 4.3.7, Gl-Inet Gl-Ax1800 Firmware 4.4.6, Gl-Inet Gl-Ar750S Firmware 4.3.7, Gl-Inet Gl-Mt300N-V2 Firmware 4.3.7, Gl-Inet Gl-Axt1800 Firmware 4.4.6, Gl-Inet Gl-Ar300M Firmware 4.3.7, Gl-Inet Gl-Mt6000 Firmware 4.5.0, Gl-Inet Gl-B1300 Firmware 4.3.7"
CVE-2024-0207,7.8,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:H,A:H,N/A
CVE-2024-0208,7.8,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:H,A:H,N/A
CVE-2024-0209,7.8,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:H,A:H,N/A
CVE-2024-0210,7.8,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:H,A:H,N/A
CVE-2024-0211,7.8,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:H,A:H,N/A
CVE-2023-38674,4.7,AV:N,AC:L,PR:N,UI:R,S:C,C:N,I:N,A:L,N/A
CVE-2023-38675,4.7,AV:N,AC:L,PR:N,UI:R,S:C,C:N,I:N,A:L,N/A
CVE-2023-38676,4.7,AV:N,AC:L,PR:N,UI:R,S:C,C:N,I:N,A:L,N/A
CVE-2023-38677,4.7,AV:N,AC:L,PR:N,UI:R,S:C,C:N,I:N,A:L,N/A
CVE-2023-38678,4.7,AV:N,AC:L,PR:N,UI:R,S:C,C:N,I:N,A:L,N/A
CVE-2023-50921,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,"Gl-Inet Gl-Mt2500 Firmware 4.4.6, Gl-Inet Gl-Mt3000 Firmware 4.4.6, Gl-Inet Gl-Ar750 Firmware 4.3.7, Gl-Inet Gl-A1300 Firmware 4.4.6, Gl-Inet Gl-Mt1300 Firmware 4.3.7, Gl-Inet Gl-Ax1800 Firmware 4.4.6, Gl-Inet Gl-Ar750S Firmware 4.3.7, Gl-Inet Gl-Mt300N-V2 Firmware 4.3.7, Gl-Inet Gl-Axt1800 Firmware 4.4.6, Gl-Inet Gl-Ar300M Firmware 4.3.7, Gl-Inet Gl-Mt6000 Firmware 4.5.0, Gl-Inet Gl-B1300 Firmware 4.3.7"
CVE-2023-52302,4.7,AV:N,AC:L,PR:N,UI:R,S:C,C:N,I:N,A:L,N/A
CVE-2023-52303,4.7,AV:N,AC:L,PR:N,UI:R,S:C,C:N,I:N,A:L,N/A
CVE-2023-52304,8.2,AV:N,AC:L,PR:N,UI:R,S:C,C:N,I:H,A:L,N/A
CVE-2023-52305,4.7,AV:N,AC:L,PR:N,UI:R,S:C,C:N,I:N,A:L,N/A
CVE-2023-52306,4.7,AV:N,AC:L,PR:N,UI:R,S:C,C:N,I:N,A:L,N/A
CVE-2023-52307,8.2,AV:N,AC:L,PR:N,UI:R,S:C,C:N,I:H,A:L,N/A
CVE-2023-52308,4.7,AV:N,AC:L,PR:N,UI:R,S:C,C:N,I:N,A:L,N/A
CVE-2023-52309,8.2,AV:N,AC:L,PR:N,UI:R,S:C,C:N,I:H,A:L,N/A
CVE-2023-52310,9.6,AV:N,AC:L,PR:N,UI:R,S:C,C:H,I:H,A:H,N/A
CVE-2023-52311,9.6,AV:N,AC:L,PR:N,UI:R,S:C,C:H,I:H,A:H,N/A
CVE-2023-52312,4.7,AV:N,AC:L,PR:N,UI:R,S:C,C:N,I:N,A:L,N/A
CVE-2023-52313,4.7,AV:N,AC:L,PR:N,UI:R,S:C,C:N,I:N,A:L,N/A
CVE-2023-52314,9.6,AV:N,AC:L,PR:N,UI:R,S:C,C:H,I:H,A:H,N/A
CVE-2023-6621,6.1,AV:N,AC:L,PR:N,UI:R,S:C,C:L,I:L,A:N,N/A
CVE-2023-6747,6.4,AV:N,AC:L,PR:L,UI:N,S:C,C:L,I:L,A:N,N/A
CVE-2023-6984,5.3,AV:N,AC:L,PR:N,UI:N,S:U,C:N,I:L,A:N,N/A
CVE-2023-7068,4.3,AV:N,AC:L,PR:L,UI:N,S:U,C:L,I:N,A:N,N/A
CVE-2023-51784,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-51785,7.5,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:N,A:N,N/A
CVE-2024-0201,5.4,AV:N,AC:L,PR:L,UI:N,S:U,C:N,I:L,A:L,N/A
CVE-2023-37608,7.5,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:N,A:N,Automaticsystems Soc Fl9600 Firstlane Firmware 06
CVE-2023-39655,9.6,AV:N,AC:L,PR:N,UI:R,S:C,C:H,I:H,A:H,N/A
CVE-2023-50092,6.1,AV:N,AC:L,PR:N,UI:R,S:C,C:L,I:L,A:N,N/A
CVE-2023-37607,7.5,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:N,A:N,Automaticsystems Soc Fl9600 Firstlane Firmware 06
CVE-2023-50093,6.1,AV:N,AC:L,PR:N,UI:R,S:C,C:L,I:L,A:N,N/A
CVE-2023-45559,8.2,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:L,A:N,N/A
CVE-2023-30617,6.5,AV:N,AC:L,PR:H,UI:N,S:U,C:H,I:H,A:N,N/A
CVE-2023-46738,6.5,AV:N,AC:L,PR:L,UI:N,S:U,C:N,I:N,A:H,N/A
CVE-2024-21907,7.5,AV:N,AC:L,PR:N,UI:N,S:U,C:N,I:N,A:H,N/A
CVE-2024-21908,6.1,AV:N,AC:L,PR:N,UI:R,S:C,C:L,I:L,A:N,N/A
CVE-2024-21909,7.5,AV:N,AC:L,PR:N,UI:N,S:U,C:N,I:N,A:H,N/A
CVE-2024-21910,6.1,AV:N,AC:L,PR:N,UI:R,S:C,C:L,I:L,A:N,N/A
CVE-2024-21911,6.1,AV:N,AC:L,PR:N,UI:R,S:C,C:L,I:L,A:N,N/A
CVE-2023-46739,6.5,AV:N,AC:H,PR:N,UI:N,S:C,C:L,I:L,A:L,N/A
CVE-2023-46740,6.5,AV:N,AC:H,PR:N,UI:N,S:C,C:L,I:L,A:L,N/A
CVE-2023-46741,4.8,AV:L,AC:L,PR:L,UI:R,S:U,C:L,I:L,A:L,N/A
CVE-2023-46742,4.8,AV:L,AC:L,PR:L,UI:R,S:U,C:L,I:L,A:L,N/A
CVE-2023-50253,9.6,AV:N,AC:L,PR:N,UI:R,S:C,C:H,I:H,A:H,N/A
CVE-2023-6004,4.8,AV:L,AC:L,PR:L,UI:R,S:U,C:L,I:L,A:L,"Fedoraproject Fedora 38, Redhat Enterprise Linux 9.0, Redhat Enterprise Linux 8.0"
CVE-2024-0217,3.3,AV:L,AC:L,PR:L,UI:N,S:U,C:N,I:N,A:L,"Fedoraproject Fedora 39, Redhat Enterprise Linux 9.0, Redhat Enterprise Linux 8.0"
CVE-2024-21622,5.4,AV:A,AC:L,PR:L,UI:N,S:C,C:N,I:L,A:L,N/A
CVE-2024-21631,6.5,AV:N,AC:L,PR:L,UI:N,S:U,C:N,I:H,A:N,N/A
CVE-2024-21633,7.8,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:H,A:H,N/A
CVE-2023-46929,7.5,AV:N,AC:L,PR:N,UI:N,S:U,C:N,I:N,A:H,N/A
CVE-2023-50090,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-5879,6.8,AV:P,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-5880,8.8,AV:N,AC:L,PR:N,UI:R,S:C,C:L,I:L,A:H,Geniecompany Aladdin Connect Garage Door Opener Firmware
CVE-2023-5881,8.2,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:L,A:N,Geniecompany Aladdin Connect Garage Door Opener Firmware
CVE-2023-49442,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-6338,7.8,AV:L,AC:L,PR:L,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-6540,6.5,AV:N,AC:L,PR:N,UI:R,S:U,C:H,I:N,A:N,N/A
CVE-2023-50256,7.5,AV:N,AC:L,PR:N,UI:N,S:U,C:N,I:H,A:N,N/A
CVE-2023-5138,6.8,AV:P,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2024-21634,7.5,AV:N,AC:L,PR:N,UI:N,S:U,C:N,I:N,A:H,N/A
CVE-2024-20802,4.6,AV:P,AC:L,PR:N,UI:N,S:U,C:H,I:N,A:N,N/A
CVE-2024-20803,6.8,AV:A,AC:L,PR:L,UI:N,S:U,C:H,I:L,A:L,"Samsung Android 12.0, Samsung Android 11.0, Samsung Android 13.0, Samsung Android 14.0"
CVE-2024-20804,4,AV:L,AC:L,PR:N,UI:N,S:U,C:N,I:L,A:N,"Samsung Android 12.0, Samsung Android 11.0, Samsung Android 13.0"
CVE-2024-20805,3.3,AV:L,AC:L,PR:N,UI:R,S:U,C:N,I:L,A:N,"Samsung Android 12.0, Samsung Android 11.0, Samsung Android 13.0"
CVE-2024-20806,6.2,AV:L,AC:L,PR:N,UI:N,S:U,C:H,I:N,A:N,"Samsung Android 12.0, Samsung Android 11.0, Samsung Android 13.0, Samsung Android 14.0"
CVE-2024-20807,3.3,AV:L,AC:L,PR:N,UI:R,S:U,C:L,I:N,A:N,N/A
CVE-2024-20808,4,AV:L,AC:L,PR:N,UI:N,S:U,C:N,I:L,A:N,N/A
CVE-2024-20809,4,AV:L,AC:L,PR:N,UI:N,S:U,C:N,I:L,A:N,N/A
CVE-2024-0222,8.8,AV:N,AC:L,PR:N,UI:R,S:U,C:H,I:H,A:H,"Fedoraproject Fedora 39, Fedoraproject Fedora 38"
CVE-2024-0223,8.8,AV:N,AC:L,PR:N,UI:R,S:U,C:H,I:H,A:H,"Fedoraproject Fedora 39, Fedoraproject Fedora 38"
CVE-2024-0224,8.8,AV:N,AC:L,PR:N,UI:R,S:U,C:H,I:H,A:H,"Fedoraproject Fedora 39, Fedoraproject Fedora 38"
CVE-2024-0225,8.8,AV:N,AC:L,PR:N,UI:R,S:U,C:H,I:H,A:H,"Fedoraproject Fedora 39, Fedoraproject Fedora 38"
CVE-2023-6498,4.4,AV:N,AC:H,PR:H,UI:N,S:C,C:L,I:L,A:N,N/A
CVE-2023-6733,6.5,AV:N,AC:L,PR:L,UI:N,S:U,C:H,I:N,A:N,N/A
CVE-2023-6738,5.4,AV:N,AC:L,PR:L,UI:N,S:U,C:L,I:L,A:N,N/A
CVE-2023-29962,6.5,AV:N,AC:L,PR:L,UI:N,S:U,C:H,I:N,A:N,N/A
CVE-2023-52322,6.1,AV:N,AC:L,PR:N,UI:R,S:C,C:L,I:L,A:N,N/A
CVE-2023-41784,6.6,AV:L,AC:H,PR:L,UI:R,S:C,C:L,I:H,A:L,Zte Redmagic 8 Pro Firmware gen_cn_nx729jv1.0.0b21mr
CVE-2023-50082,7.5,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:N,A:N,N/A
CVE-2023-50630,6.1,AV:N,AC:L,PR:N,UI:R,S:C,C:L,I:L,A:N,N/A
CVE-2022-2081,7.5,AV:N,AC:L,PR:N,UI:N,S:U,C:N,I:N,A:H,"Hitachienergy Rtu530 Firmware, Hitachienergy Rtu520 Firmware, Hitachienergy Rtu540 Firmware 13.3.1, Hitachienergy Rtu560 Firmware, Hitachienergy Rtu530 Firmware 13.3.1, Hitachienergy Rtu540 Firmware, Hitachienergy Rtu520 Firmware 13.3.1, Hitachienergy Rtu560 Firmware 13.3.1"
CVE-2022-3864,4.5,AV:N,AC:L,PR:H,UI:R,S:U,C:N,I:N,A:H,"Hitachienergy Relion 650 Firmware 2.2.4, Hitachienergy Relion 670 Firmware 2.2.2, Hitachienergy Relion 670 Firmware 2.2.3, Hitachienergy Relion 670 Firmware 2.2.1, Hitachienergy Relion Sam600-Io Firmware 2.2.1, Hitachienergy Relion 650 Firmware 2.2.5, Hitachienergy Relion 650 Firmware 2.2.0, Hitachienergy Relion 670 Firmware 2.2.4, Hitachienergy Relion 670 Firmware 2.2.5, Hitachienergy Relion 670 Firmware 2.2.0, Hitachienergy Relion 650 Firmware 2.2.1"
CVE-2023-6944,5.7,AV:N,AC:L,PR:L,UI:R,S:U,C:H,I:N,A:N,N/A
CVE-2023-7044,6.4,AV:N,AC:L,PR:L,UI:N,S:C,C:L,I:L,A:N,N/A
CVE-2021-40367,7.8,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:H,A:H,N/A
CVE-2021-42028,7.8,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:H,A:H,N/A
CVE-2021-45465,7.8,AV:L,AC:L,PR:N,UI:R,S:U,C:H,I:H,A:H,N/A
CVE-2023-6992,4,AV:L,AC:H,PR:N,UI:N,S:U,C:N,I:L,A:L,N/A
CVE-2023-49622,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-49624,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-49625,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-49633,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-49639,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-49658,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-49665,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-49666,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-50743,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-50752,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-50753,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-3726,4.9,AV:N,AC:L,PR:H,UI:N,S:U,C:H,I:N,A:N,N/A
CVE-2023-50760,8.8,AV:N,AC:L,PR:L,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-50862,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,N/A
CVE-2023-50863,9.8,AV:N,AC:L,PR:N,UI:N,S:U,C:H,I:H,A:H,N/A
